Message,Subject,Date,URL
093/23,"ACTIVE-DUTY PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",04/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23093.txt?ver=PoNnqokQceQk1pbML1Ks2g%3d%3d
094/23,"NAVY RESERVE PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",04/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23094.txt?ver=7czELhChdCToCOgdDw2gDQ%3d%3d
095/23,"REVISION TO ADVANCE PAYMENT OF DISLOCATION ALLOWANCE  FACT SHEET",04/26/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23095.txt?ver=ZjegeTzE8i-072fXvPuoJQ%3d%3d
096/23,"UNITED STATES NAVY CONTRACT SERVICES GUIDANCE FOR FISCAL YEAR (FY) 2023",04/26/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23096.txt?ver=ECWnvgaG-zK_KtqJljjH5w%3d%3d
097/23,"EXERCISE-EXERCISE-EXERCISE ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM IN CONJUNCTION WITH HURREX CITADEL GALE 23 NAVSTA GREAT LAKES TRAIN DERAILMENT IN COASTAL/LAND AREAS OF ILLINOIS AND WISCONSIN

    ",04/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23097.txt?ver=r21gfBptoP01cxRyJTGZew%3d%3d
098/23,"EXERCISE-EXERCISE-EXERCISE ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM IN CONJUNCTION WITH HURREX CITADEL GALE 23 IN COASTAL/LAND AREAS OF NORTH CAROLINA

    ",04/28/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23098.txt?ver=7crRt1H5xVqlaI7d8mXJeQ%3d%3d
099/23,"EXERCISE-EXERCISE-EXERCISE  ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM IN CONJUNCTION WITH HURREX CITADEL GALE 23 IN COASTAL/LAND AREAS OF VIRGINIA

    ",04/28/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23099.txt?ver=H8IZFyOgO8YfJrH2_AIdcw%3d%3d
100/23,"EXERCISE-EXERCISE-EXERCISE  ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM IN CONJUNCTION WITH HURREX CITADEL GALE 23 - HURRICANE CHARLIE IN COASTAL/LAND AREAS OF CONNECTICUT, DELAWARE, MAINE, MASSSACHUSETTS, NEW HAMPSHIRE, NEW JERSEY, NEW YORK, PENNSYLVANIA, RHODE ISLAND, MARYLAND AND THE DISTRICT OF COLUMBIA

    ",05/01/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23100.txt?ver=0PQOkHVZy49SuXqb-7Dlzg%3d%3d
101/23,"EXERCISE-EXERCISE-EXERCISE  ORDER TO ACCOUNT FOR THE NAVY FAMILY ACCOUNTABILITY AND ASSESSMENT SYSTEM IN CONJUNCTION WITH HURREX CITADEL GALE 23 - HURRICANE DELTA IN THE STATE OF FLORIDA

    ",05/01/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23101.txt?ver=qqKywU0oZvytZezJ2FFnXA%3d%3d
102/23,"NAVY UNACCOMPANIED HOUSING RESIDENT BILL OF RIGHTS AND RESPONSIBILITIES",05/02/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23102.txt?ver=jdbFePD5am7z97glKeOPBw%3d%3d
103/23,"FISCAL YEAR 2023 ENLISTED TO MEDICAL DEGREE PREPARATORY PROGRAM SELECTION BOARD RESULTS",05/03/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23103.txt?ver=F2SzrzOR-XF7iDQyYIsFTQ%3d%3d
104/23,"NAVY SPOUSE EMPLOYMENT PROGRAM UPDATE   FACT SHEET",05/04/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23104.txt?ver=por_XJ4AcgcYrfPGfvnPDA%3d%3d
105/23,"INSTALLATION ACCESS CONTROL PROGRAM UPDATES IN REGARDS TO THE TERMINATION OF THE DOD CIVILIAN RETIREE IDENTIFICATION CARD",05/05/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23105.txt?ver=Xkg2FkUOCtLDd5KpTOjx4g%3d%3d
106/23,"NAVY PRIVATIZED FAMILY HOUSING UNIVERSAL LEASE AND PET DEPOSIT",05/08/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23106.txt?ver=AWxRT6VxeOC54qPUe0s3-w%3d%3d
107/23,"ANNOUNCING 2023 WINNERS OF THE NEW YEAR'S DAY DECK LOG POEM CONTEST",05/08/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23107.txt?ver=Um_kV9DJHIQzTrtIwYc5ug%3d%3d
108/23,"MODIFICATION TO THE CALENDAR YEAR 2024 NAVY LEGISLATIVE FELLOWSHIP CALL FOR APPLICATIONS",05/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23108.txt?ver=8ElI2TYCLMxmzogWMKRXHw%3d%3d
109/23,"DETAILING MARKETPLACE ASSIGNMENT POLICY PHASE III   FACT SHEET",05/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23109.txt?ver=m6Vqdck8W9r1D77DBpoB9w%3d%3d
110/23,"NAVY NOMINEES FOR THE 2023 SECRETARY OF DEFENSE MAINTENANCE AWARDS",05/12/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23110.txt?ver=5Cs7cOkxQDbNTCTosESwmA%3d%3d
111/23,"FY-25 ACTIVE-DUTY LIMITED DUTY OFFICER, CHIEF WARRANT OFFICER, AND WARRANT OFFICER IN-SERVICE PROCUREMENT BOARD",05/15/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23111.txt?ver=hbMduKaJvpLgAV5lbepHFA%3d%3d
112/23,"TUITION ASSISTANCE UPDATE TWO   FACT SHEET",05/15/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23112.txt?ver=N56_l6Cdiz_JtdKFyhU2wQ%3d%3d
113/23,"USS CONSTITUTION CHIEF PETTY OFFICER HERITAGE TRAINING 2023",05/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23113.txt?ver=vHNGPExG2VjWH2tznvUL8Q%3d%3d
114/23,"2023 NAVAL INTELLIGENCE COMMUNITY AWARDS SOLICITATION",05/17/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23114.txt?ver=6nMUeu2TPUkrLqXkycQPtQ%3d%3d
115/23,"FISCAL YEAR 2025 NAVY SELECTED RESERVE LIMITED DUTY OFFICER AND CHIEF WARRANT OFFICER IN-SERVICE PROCUREMENT BOARD",05/16/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23115.txt?ver=FbB7CGnzvihDMjYLmTXaDw%3d%3d
116/23,"2022 NAVAL INTELLIGENCE COMMUNITY AWARDS RESULTS",05/17/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23116.txt?ver=NpHg0xWkoGxsGqux50ArSQ%3d%3d
117/23,"PERMANENT PROFESSIONAL RECRUITER COMMUNITY DESIGNATOR APPROVAL",05/18/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23117.txt?ver=wdQiqO73UR89a6vSe8pT8w%3d%3d
118/23,"BLENDED RETIREMENT SYSTEM CALENDAR YEAR 2024 CONTINUATION PAY RATES   FACT SHEET",05/19/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23118.txt?ver=f2t1QjpFVN2Oydoer15UrQ%3d%3d
119/23,"ACTIVE-DUTY PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",05/22/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23119.txt?ver=kLuXTXbAyTlyggnVwiYfZQ%3d%3d
120/23,"NAVY RESERVE PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",05/22/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23120.txt?ver=77N-zH0BTBNrm2_Nms0zpA%3d%3d
121/23,"NAVAL INSPECTOR GENERAL POLICY FOR INVESTIGATIONS CONDUCTED BY COMMAND INSPECTORS GENERAL",05/22/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23121.txt?ver=n2rrWRPjMcok89ZLSlBAlQ%3d%3d
122/23,"UPDATE TO CHIEF OF NAVAL OPERATIONS DELEGATION OF AWARDING AUTHORITY FOR

   MILITARY AWARDS ",05/22/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23122.txt?ver=kkloO1PORJSvkHe1Qy1aDw%3d%3d
123/23,"2022 ADMIRAL STAN ARTHUR AWARDS ANNOUNCEMENT",05/23/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23123.txt?ver=Wg0KExxbESim6I0k3z-YNw%3d%3d
124/23,"FY-24 ACTIVE-DUTY NAVY E8 AND E9 LEGACY ADVANCEMENT SELECTION BOARDS RESULTS",05/24/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23124.txt?ver=bSmcfQh2eoC4fs6cLWHJCg%3d%3d
125/23,"FY-24 ACTIVE-DUTY NAVY E9 SENIOR ENLISTED MARKETPLACE SCREENING BOARD RESULTS",05/24/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23125.txt?ver=u8mIvajPz4-Qro8wraDblw%3d%3d
126/23,"FISCAL YEAR 2024 ENLISTED TO MEDICAL DEGREE PREPARATORY PROGRAM ANNOUNCEMENT   FACT SHEET",05/24/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23126.txt?ver=m-ZwjidKYCkMNxc5S-NA6w%3d%3d
127/23,"ORDER TO ACCOUNT FOR THE NAVY FAMILY IN CONJUNCTION WITH TYPHOON MAWAR IN ALL U.S. TERRITORY OF GUAM AND THE COMMONWEALTH OF THE NORTHERN MARIANAS ISLANDS TO INCLUDE ROTA, TINIAN, SAIPAN, CHUUK

    ",05/25/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23127.txt?ver=n6SypRlLnyjstKdMmMs9gw%3d%3d
128/23,"STOP MOVEMENT FOR PERMANENT CHANGE OF STATION AND TEMPORARY DUTY FOR ALL NAVY UNIFORMED MEMBERS, CIVILIAN PERSONNEL, AND DEPENDANTS TO GUAM",05/26/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23128.txt?ver=UU-SqZ0W7BEo8Ov4d_MY0Q%3d%3d
129/23,"75TH ANNIVERSARY OF THE WOMEN'S ARMED SERVICES INTEGRATION ACT",05/30/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23129.txt?ver=wPlaJEvO6og4wsmHLzXeyA%3d%3d
130/23,"FY24 GRADUATE SCHOOL OPPORTUNITIES AT MASSACHUSETTS INSTITUTE OF TECHNOLOGY AND WOODS HOLE OCEANOGRAPHIC INSTITUTION ",05/30/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23130.txt?ver=B8XurczEoHzdtf0aVcJscw%3d%3d
131/23,"FALL 2023 SELECTED RESERVE E-4 THROUGH E-6 ADVANCEMENT (CYCLE 113)",05/31/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23131.txt?ver=1doISKbOKTL3sBcSprNRrQ%3d%3d
132/23,"US NAVAL COMMUNITY COLLEGE MARITIME LOGISTICS PROGRAM CALL FOR APPLICATIONS",06/01/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23132.txt?ver=_C651u1GPexsjiW_j64EGw%3d%3d
133/23,"ACADEMIC YEAR 2024-2025 STRATEGIST AND NATIONAL SECURITY FELLOWSHIPS AND GRADUATE EDUCATION SCHOLARSHIP PROGRAMS CALL FOR APPLICATIONS",06/02/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23133.txt?ver=PdAi7O3JB6RGUIDqaevAOQ%3d%3d
134/23,"FY-25 PROMOTION SELECTION BOARD DEFERMENT FOR UNRESTRICTED LINE OFFICERS   FACT SHEET",06/02/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23134.txt?ver=FUA58dtkSxLOZLPe1ofgrA%3d%3d
135/23,"2023 EXPEDITIONARY WARFARE EXCELLENCE AWARDS (EWEA) RECIPIENTS",06/06/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23135.txt?ver=EEeGJXx5EZ0lqwbbXkqCYA%3d%3d
136/23,"UNIT AWARDS PROCESS IMPROVEMENTS",06/07/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23136.txt?ver=I6xFTZI3d09O9h8Klijjtw%3d%3d
137/23,"ACADEMIC YEAR 2024-2025 FLEET SCHOLARS EDUCATION PROGRAM",06/07/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23137.txt?ver=pSq0HXz7juKq7yJ5QFplLA%3d%3d
138/23,"FY-24 GRADUATE EDUCATION VOUCHER PROGRAM",06/14/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23138.txt?ver=RKzr0sVQaTICn4KrY2TGhw%3d%3d
139/23,"REVISIONS TO COMMAND CLIMATE ASSESSMENTS   FACT SHEET",06/15/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23139.txt?ver=Bm-viand3FPQCGDTnsVT4Q%3d%3d
140/23,"FY-24 NAVY SAILORS OF THE YEAR - MESSAGE CANCELLATION",06/23/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23140-1.txt?ver=tW20IDN14v7fw5868l8AAg%3d%3d
141/23,"NAVY HEALTH OF THE FORCE SURVEY (CORRECTED COPY)  FACT SHEET",06/26/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23141.txt?ver=x2iJJkG_toRs2eGFWvLb2A%3d%3d
142/23,"FY-22 NAVY SAILORS OF THE YEAR",06/26/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23142.txt?ver=nm_Y84BAV3i8NYSzpF3Eew%3d%3d
143/23,"ESTABLISHMENT OF MARITIME CYBER WARFARE OFFICER (MCWO) DESIGNATOR 188X   FACT SHEET",06/26/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23143.txt?ver=Jyzkq-U29xZ9nyRQozwLJQ%3d%3d
144/23,"CHANGE TO NUCLEAR OFFICER BONUS AND INCENTIVE PAY RATES",06/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23144.txt?ver=fPkZ1bZs6XxTw_SdVzh7GQ%3d%3d
145/23,"2023 CAPT JOY BRIGHT HANCOCK AND MASTER CHIEF ANNA DER-VARTANIAN LEADERSHIP AWARDS ANNOUNCEMENT",06/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23145.txt?ver=MG7Pqo8aBQ1JdMVBTp8Dbg%3d%3d
146/23,"2022 FLEET AWARD WINNERS",06/28/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23146.txt?ver=Vyqe82mecH1hUlOeab6c8A%3d%3d
147/23,"ESTABLISHMENT OF THE CYBER WARFARE TECHNICIAN (CWT) RATING   FACT SHEET",06/29/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23147.txt?ver=WfYAimL1pZdromaGczzhlw%3d%3d
148/23,"ACTIVE-DUTY PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",06/29/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23148.txt?ver=2bNQPZf9iP81q7BqEyxYag%3d%3d
149/23,"NAVY RESERVE PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",06/20/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23149.txt?ver=qDtTjrI6juXTDrXCXIqCXQ%3d%3d
150/23,"FINAL SELECTION AND ASSIGNMENTS FOR ACADEMIC YEAR 2023-24 FEDERAL EXECUTIVE FELLOWSHIP (FEF), U.S. NAVY HUDSON FELLOWSHIP, CNO'S FELLOWSHIP AT THE COUNCIL ON FOREIGN RELATIONS, SECRETARY OF DEFENSE EXECUTIVE FELLOWS (SDEF), SECRETARY OF DEFENSE STRATEGIC THINKERS PROGRAM (SDSTP), POLITICO-MILITARY MASTER'S (PMM), OLMSTED, AND MIT SEMINAR XXI

    ",06/29/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23150.txt?ver=RdbnGQ3mMpF9Yp9NdzPi8g%3d%3d
151/23,"75TH ANNIVERSARY OF RACIAL DESEGREGATION IN THE U.S. ARMED FORCES EXECUTIVE ORDER 9981",06/30/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23151.txt?ver=-Tms2fGsDChWCQQslgCihQ%3d%3d
152/23,"ANNUAL RECERTIFICATION OF SPECIAL DUTY ASSIGNMENT PAY",06/30/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23152.txt?ver=gtghDVy3Uxi-7VRoz4uT5A%3d%3d
153/23,"2023 ANNUAL DEPARTMENT OF DEFENSE CHIEF INFORMATION OFFICER AWARD CALL FOR NOMINATIONS ",07/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23153.txt?ver=9BJRDz3Pf4Qd2SWY65dL2g%3d%3d
154/23,"FY-24 RECRUIT TRAINING COMMAND CHIEF PETTY OFFICER SELECTEE BACK TO BOOT CAMP TRAINING WEEK   FACT SHEET",07/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23154.txt?ver=L1L68ksQ6ad0hnj5XZ7rCQ%3d%3d
155/23,"BASIC NEEDS ALLOWANCE UPDATE ONE  FACT SHEET",07/10/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23155.txt?ver=ZE2sPb7j6HxqULi_3rjlrQ%3d%3d
156/23,"FLANK SPEED CONTINUED JOURNEY",07/14/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23156.txt?ver=LWu6-zqavler-Wc6YAoWgw%3d%3d
157/23,"50TH ANNIVERSARY OF WOMEN IN MILITARY CHAPLAINCY",07/17/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23157.txt?ver=fvzxcdmpZjg-CEOWxUF3Zg%3d%3d
158/23,"POLICY FOR ACTIVATION AND EMPLOYMENT OF RESERVE COMPONENT FORCES IN FY24 AND BEYOND",07/18/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23158.txt?ver=wESKGDGWN2KoHCTsLF3PQA%3d%3d
159/23,"FY-25 LAW EDUCATION PROGRAM SELECTION BOARD APPLICATIONS   FACT SHEET",07/19/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23159.txt?ver=mOoEo29vktI_ldQIT0BYSQ%3d%3d
160/23,"SELECTED RESERVE ADVANCEMENT TO WARFIGHTING POSITIONS PROGRAM PHASE I   FACT SHEET",07/19/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23160.txt?ver=hBQ-Fn23SihfRqK7RknlQA%3d%3d
161/23,"SPECIAL LEAVE ACCRUAL POLICY CHANGES   FACT SHEET",07/20/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23161.txt?ver=Unx7YEtmdQP4WifBnjr57w%3d%3d
162/23,"ACADEMIC YEAR 2024/25 ENLISTED CYBER MASTER OF SCIENCE DEGREE OPPORTUNITY AT NAVAL POSTGRADUATE SCHOOL",07/21/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23162.txt?ver=54zz5eF3Kwjqr0x58o-AOw%3d%3d
163/23,"THE 250TH BIRTHDAY OF THE UNITED STATES OF AMERICA",07/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23163.txt?ver=o3b0kPwHGha5nrwZDFDHVQ%3d%3d
164/23,"ACTIVE-DUTY PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",07/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23164.txt?ver=2ZHx1lVaWLkLtcSWC_A7Hw%3d%3d
165/23,"NAVY RESERVE PROMOTIONS TO THE PERMANENT GRADES OF CAPTAIN, COMMANDER, LIEUTENANT COMMANDER, LIEUTENANT, AND CHIEF WARRANT OFFICER IN THE LINE AND STAFF CORPS

    ",07/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23165.txt?ver=k4pWyagvf-ICPz9R8E3hgA%3d%3d
166/23,"SELF-INITIATED REFERRAL PROCESS FOR MENTAL HEALTH EVALUATIONS OF SERVICE MEMBERS - THE BRANDON ACT   FACT SHEET",07/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23166.txt?ver=ua-nNTYlp6rj0iVF-jTPXg%3d%3d
167/23,"SEPTEMBER 2023 (CYCLE 260) ACTIVE-DUTY AND TRAINING AND ADMINISTRATION OF THE RESERVE (TAR) E-4 THROUGH E-6 ADVANCEMENT AND MODIFICATION TO SELECTED RESERVE E-4 ADVANCEMENT ANNOUNCEMENT (CYCLE 113)

    ",07/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23167.txt?ver=pok-FdCs99wmAWk0zJOcdg%3d%3d
168/23,"NAVY-WIDE APPRENTICE (E1 - E4) ADVANCEMENT CHANGES   FACT SHEET",07/27/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23168.txt?ver=nrJwJEQ31ziEWaQdQHk8Yw%3d%3d
169/23,"U.S. NAVY SPECIAL SECURITY OFFICE SENSITIVE COMPARTEMENTED INFORMATION (SCI) POLICY AND SCI FACILITY (SCIF) OPERATIONS",07/28/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23169.txt?ver=RrNvYeQEj6qse9qHzfw31Q%3d%3d
170/23,"POLICY AND GUIDANCE REGARDING THE U.S. NAVY INSIDER THREAT PROGRAM",07/31/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23170.txt?ver=5Rs3DW6BHy9YOHlOaLdHdw%3d%3d
171/23,"2023 MRS. SYBIL STOCKDALE OMBUDSMAN OF THE YEAR AWARD RECIPIENTS",07/31/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23171.txt?ver=0sDYipelCpfLKXdfawn1ng%3d%3d
172/23,"FISCAL YEAR 2023 OCEANOGRAPHER OF THE NAVY AWARD NOMINATIONS",07/31/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23172.txt?ver=2NdpbHFsSsDo0xo0w7ioXw%3d%3d
173/23,"FY-24 NAVY RESERVE E7 ADVANCEMENT SELECTION BOARDS RESULTS",08/01/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23173.txt?ver=6LDeUMbIrkDdDNNwsAy4-w%3d%3d
174/23,"UPDATE TO PRIOR SERVICE RE-ENLISTMENT ELIGIBILITY - RESERVE (PRISE-R) POLICY",08/01/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23174.txt?ver=RHt0zhK5pXuQQIhbfw6LxQ%3d%3d
175/23,"2022 SHANNON M. KENT AWARD FOR LANGUAGE PROFESSIONAL EXCELLENCE, LANGUAGE PROFESSIONALS OF THE YEAR, LINGUISTS OF THE YEAR AND COMMAND LANGUAGE PROGRAM OF THE YEAR ANNOUNCEMENT

    ",08/01/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23175.txt?ver=9p1NyoaolIifO1FsLI7DUw%3d%3d
176/23,"NAVY MATERNITY UNIFORM PILOT PROGRAM ENHANCEMENT   FACT SHEET",08/01/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23176.txt?ver=_ZV5BpgNzRSpoYR_gqPegg%3d%3d
177/23,"NAVY FOREIGN AREA OFFICER (FAO) COMMUNITY CALL FOR APPLICATIONS",08/03/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23177.txt?ver=huK8LHi0ZuIMz2_gK70TBw%3d%3d
178/23,"ACTIVE COMPONENT FISCAL YEAR 2023 AVIATION COMMAND RETENTION BONUS",08/03/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23178.txt?ver=9xth8sP9htMroq6mUn2-QQ%3d%3d
179/23,"USS ARIZONA MEMORIAL TROPHY WINNER",08/03/2023,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23179.txt?ver=NSvG1teDunCgY4kYPTsCvA%3d%3d
